,Team,goalsFor,goalsAgainst,xGFor,xGAgainst,shotsFor,shotsAgainst,cornersFor,cornersAgainst,pkFor,pkAgainst,pkShotsFor,pkShotsAgainst,possessionPct,isHome,Result,PointsGained
919,BAK,1,2,1.03,2.11,11,14,6,9,0,0,0,0,0.43000000000000005,0,-1,0
920,SJU,2,3,2.61,1.69,19,13,3,6,0,0,0,0,0.42,1,-1,0
921,FOR,3,2,1.69,2.61,13,19,6,3,0,0,0,0,0.5800000000000001,0,1,3
922,LAR,2,0,1.36,0.6,17,10,5,2,0,0,0,0,0.4,1,1,3
923,DES,0,2,0.6,1.36,10,17,2,5,0,0,0,0,0.6,0,-1,0
924,BAK,2,2,2.59,1.09,19,19,13,2,0,0,0,0,0.51,1,0,1
925,ANC,2,2,1.09,2.59,19,19,2,13,0,0,0,0,0.49,0,0,1
926,SPR,4,1,2.67,0.96,24,16,5,3,0,0,0,0,0.53,1,1,3
927,SAS,1,4,0.96,2.67,16,24,3,5,0,0,0,0,0.47,0,-1,0
928,MAN,7,2,3.22,0.33,28,12,12,7,0,0,0,0,0.53,1,1,3
929,SFS,2,7,0.33,3.22,12,28,7,12,0,0,0,0,0.47,0,-1,0
930,TOL,1,2,1.2,1.2,17,20,6,4,0,0,0,0,0.49,1,-1,0
931,JAC,2,1,1.2,1.2,20,17,4,6,0,0,0,0,0.51,0,1,3
932,REN,2,1,0.79,0.7,12,11,8,5,1,0,2,1,0.61,1,1,3
933,PRO,1,2,0.7,0.79,11,12,5,8,0,1,1,2,0.39,0,-1,0
934,WIC,0,3,0.5,1.61,13,17,8,3,0,0,0,0,0.65,1,-1,0
935,OAK,3,0,1.61,0.5,17,13,3,8,0,0,0,0,0.35,0,1,3
936,CHM,2,1,1.88,0.81,15,8,3,1,0,0,0,1,0.6,1,1,3
937,TOL,1,2,0.81,1.88,8,15,1,3,0,0,1,0,0.4,0,-1,0
938,MOB,2,3,1.97,0.62,6,14,6,1,1,0,1,0,0.54,1,-1,0
939,DOV,3,2,0.62,1.97,14,6,1,6,0,1,0,1,0.45999999999999996,0,1,3
940,TUC,1,3,2.52,2.0,13,15,3,4,0,0,1,0,0.53,1,-1,0
941,ALB,3,1,2.0,2.52,15,13,4,3,0,0,0,1,0.47,0,1,3
942,JAC,2,1,2.6,0.5,16,8,4,6,0,0,1,0,0.54,1,1,3
943,EUG,1,2,0.5,2.6,8,16,6,4,0,0,0,1,0.45999999999999996,0,-1,0
944,AUG,2,1,1.77,0.67,16,6,8,3,0,0,0,0,0.56,1,1,3
945,BOI,1,2,0.67,1.77,6,16,3,8,0,0,0,0,0.43999999999999995,0,-1,0
946,FAR,3,0,3.07,0.24,26,17,10,5,0,0,0,0,0.52,1,1,3
947,TAC,0,3,0.24,3.07,17,26,5,10,0,0,0,0,0.48,0,-1,0
948,BAK,2,1,1.99,0.27,22,9,3,8,0,0,0,0,0.56,1,1,3
949,MAN,1,2,0.27,1.99,9,22,8,3,0,0,0,0,0.43999999999999995,0,-1,0
950,TAC,0,2,1.57,1.45,17,9,3,2,0,0,0,0,0.53,1,-1,0
951,CHM,2,0,1.45,1.57,9,17,2,3,0,0,0,0,0.47,0,1,3
